"parm","age","default","lwr","upr"
"sd.p.redn.mask.byage",0,0.25,0.125,0.375
"sd.p.redn.mask.byage",1,0.25,0.125,0.375
"sd.p.redn.mask.byage",2,0.25,0.125,0.375
"sd.p.redn.mask.byage",3,0.25,0.125,0.375
"sd.p.redn.mask.byage",4,0.25,0.125,0.375
"sd.p.redn.mask.byage",5,0.25,0.125,0.375
"sd.p.redn.mask.byage",6,0.25,0.125,0.375
"sd.p.redn.mask.byage",7,0.25,0.125,0.375
"sd.p.redn.mask.byage",8,0.25,0.125,0.375
"sd.p.redn.mask.byage",9,0.25,0.125,0.375
"sd.p.redn.mask.byage",10,0.25,0.125,0.375
"sd.p.redn.mask.byage",11,0.25,0.125,0.375
"sd.p.redn.mask.byage",12,0.25,0.125,0.375
"sd.p.redn.mask.byage",13,0.25,0.125,0.375
"sd.p.redn.mask.byage",14,0.25,0.125,0.375
"sd.p.redn.mask.byage",15,0.25,0.125,0.375
"sd.p.redn.mask.byage",16,0.25,0.125,0.375
"sd.p.redn.mask.byage",17,0.25,0.125,0.375
"sd.p.redn.mask.byage",18,0.25,0.125,0.375
"sd.p.redn.mask.byage",19,0.25,0.125,0.375
"sd.p.redn.mask.byage",20,0.25,0.125,0.375
"sd.p.redn.mask.byage",21,0.25,0.125,0.375
"sd.p.redn.mask.byage",22,0.25,0.125,0.375
"sd.p.redn.mask.byage",23,0.25,0.125,0.375
"sd.p.redn.mask.byage",24,0.25,0.125,0.375
"sd.p.redn.mask.byage",25,0.25,0.125,0.375
"sd.p.redn.mask.byage",26,0.25,0.125,0.375
"sd.p.redn.mask.byage",27,0.25,0.125,0.375
"sd.p.redn.mask.byage",28,0.25,0.125,0.375
"sd.p.redn.mask.byage",29,0.25,0.125,0.375
"sd.p.redn.mask.byage",30,0.25,0.125,0.375
"sd.p.redn.mask.byage",31,0.25,0.125,0.375
"sd.p.redn.mask.byage",32,0.25,0.125,0.375
"sd.p.redn.mask.byage",33,0.25,0.125,0.375
"sd.p.redn.mask.byage",34,0.25,0.125,0.375
"sd.p.redn.mask.byage",35,0.25,0.125,0.375
"sd.p.redn.mask.byage",36,0.25,0.125,0.375
"sd.p.redn.mask.byage",37,0.25,0.125,0.375
"sd.p.redn.mask.byage",38,0.25,0.125,0.375
"sd.p.redn.mask.byage",39,0.25,0.125,0.375
"sd.p.redn.mask.byage",40,0.25,0.125,0.375
"sd.p.redn.mask.byage",41,0.25,0.125,0.375
"sd.p.redn.mask.byage",42,0.25,0.125,0.375
"sd.p.redn.mask.byage",43,0.25,0.125,0.375
"sd.p.redn.mask.byage",44,0.25,0.125,0.375
"sd.p.redn.mask.byage",45,0.25,0.125,0.375
"sd.p.redn.mask.byage",46,0.25,0.125,0.375
"sd.p.redn.mask.byage",47,0.25,0.125,0.375
"sd.p.redn.mask.byage",48,0.25,0.125,0.375
"sd.p.redn.mask.byage",49,0.25,0.125,0.375
"sd.p.redn.mask.byage",50,0.25,0.125,0.375
"sd.p.redn.mask.byage",51,0.25,0.125,0.375
"sd.p.redn.mask.byage",52,0.25,0.125,0.375
"sd.p.redn.mask.byage",53,0.25,0.125,0.375
"sd.p.redn.mask.byage",54,0.25,0.125,0.375
"sd.p.redn.mask.byage",55,0.25,0.125,0.375
"sd.p.redn.mask.byage",56,0.25,0.125,0.375
"sd.p.redn.mask.byage",57,0.25,0.125,0.375
"sd.p.redn.mask.byage",58,0.25,0.125,0.375
"sd.p.redn.mask.byage",59,0.25,0.125,0.375
"sd.p.redn.mask.byage",60,0.25,0.125,0.375
"sd.p.redn.mask.byage",61,0.25,0.125,0.375
"sd.p.redn.mask.byage",62,0.25,0.125,0.375
"sd.p.redn.mask.byage",63,0.25,0.125,0.375
"sd.p.redn.mask.byage",64,0.25,0.125,0.375
"sd.p.redn.mask.byage",65,0.25,0.125,0.375
"sd.p.redn.mask.byage",66,0.25,0.125,0.375
"sd.p.redn.mask.byage",67,0.25,0.125,0.375
"sd.p.redn.mask.byage",68,0.25,0.125,0.375
"sd.p.redn.mask.byage",69,0.25,0.125,0.375
"sd.p.redn.mask.byage",70,0.25,0.125,0.375
"sd.p.redn.mask.byage",71,0.25,0.125,0.375
"sd.p.redn.mask.byage",72,0.25,0.125,0.375
"sd.p.redn.mask.byage",73,0.25,0.125,0.375
"sd.p.redn.mask.byage",74,0.25,0.125,0.375
"sd.p.redn.mask.byage",75,0.25,0.125,0.375
"sd.p.redn.mask.byage",76,0.25,0.125,0.375
"sd.p.redn.mask.byage",77,0.25,0.125,0.375
"sd.p.redn.mask.byage",78,0.25,0.125,0.375
"sd.p.redn.mask.byage",79,0.25,0.125,0.375
"sd.p.redn.mask.byage",80,0.25,0.125,0.375
"sd.p.redn.mask.byage",81,0.25,0.125,0.375
"sd.p.redn.mask.byage",82,0.25,0.125,0.375
"sd.p.redn.mask.byage",83,0.25,0.125,0.375
"sd.p.redn.mask.byage",84,0.25,0.125,0.375
"sd.p.redn.mask.byage",85,0.25,0.125,0.375
"sd.p.redn.mask.byage",86,0.25,0.125,0.375
"sd.p.redn.mask.byage",87,0.25,0.125,0.375
"sd.p.redn.mask.byage",88,0.25,0.125,0.375
"sd.p.redn.mask.byage",89,0.25,0.125,0.375
"sd.p.redn.mask.byage",90,0.25,0.125,0.375
"sd.p.redn.mask.byage",91,0.25,0.125,0.375
"sd.p.redn.mask.byage",92,0.25,0.125,0.375
"sd.p.redn.mask.byage",93,0.25,0.125,0.375
"sd.p.redn.mask.byage",94,0.25,0.125,0.375
"sd.p.redn.mask.byage",95,0.25,0.125,0.375
"sd.p.redn.mask.byage",96,0.25,0.125,0.375
"sd.p.redn.mask.byage",97,0.25,0.125,0.375
"sd.p.redn.mask.byage",98,0.25,0.125,0.375
"sd.p.redn.mask.byage",99,0.25,0.125,0.375
"sd.p.redn.mask.byage",100,0.25,0.125,0.375
