"date","mob.bus","mob.full","mob.bus0"
2021-04-07,0.7425,0.855,0.673333333333333
2021-04-08,0.7575,0.878333333333333,0.68
2021-04-09,0.7225,0.803333333333333,0.656666666666667
2021-04-10,0.7925,0.905,0.756666666666667
2021-04-11,0.6725,0.726666666666667,0.65
2021-04-12,0.68,0.745,0.623333333333333
2021-04-13,0.7625,0.866666666666667,0.69
2021-04-14,0.7425,0.841666666666667,0.676666666666667
2021-04-15,0.66,0.735,0.606666666666667
2021-04-16,0.72,0.795,0.656666666666667
2021-04-17,0.79,0.881666666666667,0.756666666666667
2021-04-18,0.78,0.916666666666667,0.756666666666667
2021-04-19,0.7325,0.836666666666667,0.673333333333333
2021-04-20,0.77,0.905,0.71
2021-04-21,0.7025,0.785,0.64
2021-04-22,0.725,0.795,0.656666666666667
2021-04-23,0.7375,0.833333333333333,0.673333333333333
2021-04-24,0.8125,0.938333333333333,0.783333333333333
2021-04-25,0.73,0.82,0.7
2021-04-26,0.7375,0.836666666666667,0.676666666666667
2021-04-27,0.755,0.853333333333333,0.69
2021-04-28,0.7675,0.905,0.703333333333333
2021-04-29,0.735,0.813333333333333,0.666666666666667
2021-04-30,0.7475,0.821666666666667,0.683333333333333
2021-05-01,0.825,0.928333333333333,0.786666666666667
2021-05-02,0.805,0.965,0.78
2021-05-03,0.7275,0.801666666666667,0.666666666666667
2021-05-04,0.78,0.871666666666667,0.71
2021-05-05,0.71,0.766666666666667,0.65
2021-05-06,0.7875,0.89,0.71
2021-05-07,0.7675,0.85,0.7
2021-05-08,0.8075,0.858333333333333,0.763333333333333
2021-05-09,0.785,0.873333333333333,0.763333333333333
2021-05-10,0.735,0.821666666666667,0.673333333333333
2021-05-11,0.7725,0.858333333333333,0.706666666666667
2021-05-12,0.7725,0.87,0.703333333333333
2021-05-13,0.765,0.891666666666667,0.696666666666667
2021-05-14,0.7575,0.866666666666667,0.693333333333333
2021-05-15,0.8275,0.965,0.8
2021-05-16,0.7875,0.94,0.76
2021-05-17,0.74,0.86,0.686666666666667
2021-05-18,0.77,0.886666666666667,0.706666666666667
2021-05-19,0.7825,0.903333333333333,0.716666666666667
2021-05-20,0.79,0.89,0.72
